asset_turnover,buyback_yield,capex_to_revenue,cash_ratio,cash_to_debt,cogs_to_revenue,mscore,zscore,current_ratio,days_inventory,debt_to_equity,debt_to_assets,debt_to_ebitda,debt_to_revenue,e10,effective_interest_rate,equity_to_assets,enterprise_value_to_ebit,enterprise_value_to_ebitda,enterprise_value_to_revenue,earning_yield_greenblatt,fscore,gross_profit_to_assets,interest_coverage,inventory_turnover,inventory_to_revenue,liabilities_to_assets,longterm_debt_to_assets,price_to_book_ratio,price_to_earnings_ratio,price_to_earnings_ratio_nri,price_earnings_growth_ratio,price_to_free_cashflow,price_to_operating_cashflow,rate_of_return,scaled_net_operating_assets,yoy_ebitda_growth,yoy_eps_growth,yoy_revenue_growth,0
0.36,-0.05,0.07,0.28,0.26,0.19,-2.55,1.8,0.8,226.92,1.19,0.28,2.69,0.79,1.84,7.86,0.24,28.4,15.38,4.53,3.52,4.0,28.83,1.99,1.61,0.12,0.74,0.25,5.87,28.96,28.96,10.93625,44.41,24.3,1.45,0.48,-9.05,46.02014705882352,-2.42,0.1561337973657318
0.4,-0.43,0.16,1.45,2.73,0.51,0.54,4.19,1.84,89.85509433962265,0.38,0.17,1.23,0.51,5.16,3.77,0.46,20.85,13.46,5.63,4.8,4.0,19.64,9.72,18.506603773584903,0.0894117647058823,0.48,0.14,4.66,29.46,29.46,1.73,28.52,16.44,17.04,0.32,54.23,72.65,25.46,-0.2613916201430507
0.53,2.03,0.16,1.1,0.62,0.13,-2.5,6.09,2.34,213.21,0.47,0.25,0.92,0.48,8.94,4.03,0.53,12.94,10.77,5.67,7.73,5.0,45.75,22.05,1.71,0.08,0.47,0.25,5.34,26.73,26.73,1.0,26.22,14.91,23.12,0.65,12.95,-29.59,10.13,-0.1367321650717623
0.56,2.17,0.02,2.12,0.78,0.02,-2.63,5.69,2.58,89.85509433962265,0.85,0.37,1.9,0.75,30.68,3.05,0.44,18.56,17.22,6.81,5.39,7.0,54.93,17.87,18.506603773584903,0.0894117647058823,0.56,0.35,7.48,37.08,37.08,2.17,19.85,18.62,20.64,0.68,55.63,9.87,18.3,-0.1612581658828835
0.86,0.92,0.03,1.07,0.94,0.12,-2.84,6.58,1.53,55.88,0.74,0.3,1.6,0.38,-0.32,3.61,0.41,34.74,25.95,6.09,2.88,7.0,75.54,12.99,6.53,0.02,0.59,0.27,11.92,57.29,57.29,6.17,28.39,24.89,12.11,0.49,24.66,4.29,11.21,0.7272232126971216
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.0
0.28,14.62,0.19,0.06,0.01,0.57,-2.43,0.83,0.23,89.85509433962265,1.8,0.48,4.78,1.69,2.24,4.68,0.27,38.41,10.76,3.8,2.6,5.0,12.23,1.44,18.506603773584903,0.0894117647058823,0.68,0.47,2.05,9.86,9.86,0.75,24.35,8.34,6.96,0.79,13.8,113.86,13.45,0.1146777273357071
0.46,2.035573770491803,0.13,0.16,0.05,0.3,-2.36,1.98,0.74,89.85509433962265,0.94,0.34,2.26,0.76,1.53,4.91,0.37,13.52,8.73,2.93,7.4,5.0,32.43,5.84,18.506603773584903,0.0894117647058823,0.62,0.32,2.71,8.43,8.43,1.87,18.96,9.02,8.8,0.73,9.0,166.85,7.28,0.170032241282685
3.71,0.68,0.02,0.33,0.88,0.87,-2.96,5.78,0.99,30.67,0.61,0.18,1.19,0.05,4.42,2.28,0.3,16.68,12.56,0.54,6.0,6.0,49.33,30.68,11.9,0.07,0.7,0.18,6.36,25.78,25.78,4.07,16.36,10.28,9.56,0.36,10.79,14.07,8.76,0.285039583938648
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.1896720948267971
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.0
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.2588016424989122
0.32,4.02,0.18,0.22,0.04,0.67,-2.16,2.61,1.01,18.54,0.8,0.33,2.36,1.04,0.72,4.73,0.41,16.37,12.07,5.29,6.11,6.0,10.52,6.85,19.68,0.03,0.59,0.33,3.33,9.18,9.18,2.67,35.13,14.48,5.17,0.74,12.31,231.18,6.89,0.3430264374753236
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.1848399486507493
1.01,4.52,0.02,1.78,5.79,0.62,-2.63,8.52,3.21,89.85509433962265,0.08,0.06,0.28,0.06,1.91,2.63,0.7,14.03,12.04,2.54,7.13,6.0,38.38,111.0,18.506603773584903,0.0894117647058823,0.3,0.05,3.91,28.07,28.07,1.89,19.9,17.56,18.39,0.46,16.14,-0.78,12.58,-0.1000000379100349
0.79,2.035573770491803,0.08,1.05,2.6484126984126983,0.23,-2.543382352941176,6.686478873239436,1.75,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,-0.6,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,60.87,35.9748275862069,18.506603773584903,0.0894117647058823,1.6,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,-1.07,26.097361111111116,46.02014705882352,19.27791666666667,0.0
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.1068493069189603
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,1.0
1.1,-0.2,0.09,3.95,1.64,0.32,-3.47,6.61,5.36,73.03,0.8,0.37,-16.97,0.47,-0.23,7.51,0.46,-133.48,-242.57,6.65,-0.75,5.0,75.31,35.9748275862069,5.0,0.06,0.54,0.37,11.91,44.94063492063491,44.909523809523805,10.93625,191.3,53.74,14.260952380952382,0.51,61.22,25.64,21.41,0.6059869551351296
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,-0.1617453064654966
0.4,6.76,0.07,1.65,0.59,0.22,-3.05,2.94,2.18,89.85509433962265,1.24,0.39,3.09,1.01,1.93,3.08,0.31,16.75,13.26,4.33,5.97,4.0,30.93,7.75,18.506603773584903,0.0894117647058823,0.69,0.36,4.82,44.94063492063491,44.909523809523805,10.93625,16.19,12.76,9.93,0.51,-23.49,-114.96,14.79,-0.0770378270256691
0.29,-4.25,0.23,0.1,0.03,0.72,-2.543382352941176,0.81,1.1,24.95,1.19,0.31,3.31,1.06,3.13,4.36,0.26,11.96,5.93,1.9,8.36,7.0,8.2,2.53,14.63,0.05,0.72,0.28,0.91,7.06,7.06,1.51,33.83672131147541,3.57,3.95,0.58,15.71,228.93,4.51,0.2850551169551558
1.57,0.53,0.03,0.33,0.28,0.51,-2.13,15.78,5.51,170.94,0.2,0.14,0.41,0.1,0.73,2.26,0.72,18.17,15.88,3.65,5.5,6.0,77.56,96.79,2.14,0.24,0.28,0.14,7.5,27.35,27.35,3.98,33.89,26.95,8.99,0.9,12.53,15.61,11.14,0.1780545407370744
0.57,4.21,0.05,0.17,0.07,0.53,-2.53,4.6,1.02,89.85509433962265,1.79,0.48,2.5,0.86,1.43,3.7,0.27,20.74,16.21,5.58,4.82,7.0,26.68,8.7,18.506603773584903,0.0894117647058823,0.74,0.48,9.97,22.69,22.93,1.75,23.65,19.07,16.41,0.75,9.59,38.94,7.44,0.2379750638297144
0.68,5.05,0.09,1.22,2.6484126984126983,0.26,-3.71,3.65,1.67,87.24,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,0.05,4.028852459016393,0.26,55.26,36.74,4.07,1.81,6.0,50.46,35.9748275862069,4.18,0.06,0.74,0.2749180327868853,12.45,242.72,242.72,292.43,16.93,13.1,4.15,-0.31,72.22,46.02014705882352,16.03,0.5671893661215998
0.41,0.77,0.02,2.19,0.76,0.17,-3.23,2.91,2.74,99.7,1.64,0.48,2.11,1.29,4.41,3.73,0.29,6.95,6.39,3.9,14.39,6.0,34.16,12.63,3.66,0.05,0.71,0.44,4.58,20.41,20.41,0.43,8.36,7.94,31.57,0.5,-14.64,-64.69,-11.55,-0.1376840076595519
0.61,0.56,0.12,4.21,25.67,0.41,-2.76,12.23,5.14,4.07,0.03,0.02,0.12,0.04,1.28,2.76,0.77,23.22,18.53,5.72,4.31,5.0,35.79,265.27,89.64,0.01,0.23,0.02,4.77,58.52,58.52,15.65,31.0,19.98,6.24,0.33,11.71,-35.39,21.95,0.1371596963533684
0.61,0.55,0.12,4.21,25.67,0.41,-2.76,12.23,5.14,4.07,0.03,0.02,0.12,0.04,1.29,2.76,0.77,23.22,18.53,5.72,4.31,5.0,35.79,265.27,89.64,0.01,0.23,0.02,4.8,58.52,58.52,15.65,31.0,19.98,6.24,0.33,11.71,-35.39,21.95,0.1347456131568623
0.71,2.15,0.03,0.57,0.61,0.69,-2.85,3.42,1.38,58.22,1.08,0.3,2.13,0.44,4.18,1.88,0.28,16.17,14.02,2.9,6.18,6.0,21.81,19.95,6.27,0.11,0.72,0.21,6.68,73.42,73.42,7.39,22.97,19.0,13.61,0.44,7.62,-67.79,3.56,0.1473911758351816
1.21,2.13,0.04,0.47,0.37,0.44,-2.63,7.21,0.97,67.49,-23.31,0.74,2.52,0.64,1.81,3.02,-0.03,34.45,28.74,7.32,2.9,9.0,67.65,11.1,5.41,0.08,1.03,0.35,8.074626865671641,53.19,53.19,3.42,47.23,37.52,16.98,0.48,17.73,20.49,12.54,0.1682951398536307
0.58,0.56,0.11,2.88,1.61,0.34,-2.91,10.0,3.99,124.75,0.49,0.25,1.08,0.49,1.86,2.83,0.52,28.99,25.33,11.38,3.45,7.0,38.29,16.38,2.93,0.12,0.48,0.23,11.68,44.41,44.41,1.3,57.44,36.96,21.45,0.45,68.16,60.26,14.76,0.3141443399360308
0.53,1.67,0.19,0.8,0.52,0.38,-2.76,4.06,1.69,96.68,0.39,0.22,0.92,0.43,2.01,2.48,0.56,10.91,7.87,3.65,9.17,5.0,33.05,28.54,3.78,0.1,0.44,0.2,3.13,23.2,23.2,4.34,21.6,10.09,10.16,0.72,36.85,-6.13,6.56,0.0311059691806458
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.507989584413449
0.51,4.53,0.06,2.96,2.6484126984126983,0.3,-2.78,26.33,4.24,82.56,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,1.51,4.028852459016393,0.83,36.71,33.58,12.44,2.72,6.0,35.91,35.9748275862069,4.42,0.07,0.17,0.2749180327868853,8.58,63.26,63.26,9.9,44.53,37.1,8.27,0.44,13.07,-7.86,17.55,0.382118508929901
2.15,2.035573770491803,0.03,0.29,1.44,0.86,-2.92,3.55,0.97,40.57,0.46,0.13,4.51,0.07,2.346875,4.47,0.28,351.79,72.31,1.05,0.28,6.0,30.17,0.01,9.0,0.1,0.72,0.06,7.53,44.94063492063491,44.909523809523805,10.93625,51.26,29.61,14.260952380952382,0.27,147.75,95.94,41.84,-0.255371737004286
0.68,2.29,0.03,0.05,0.01,0.4,-2.24,2.85,0.9,29.19,1.83,0.45,2.86,0.67,3.13,3.66,0.25,16.35,13.96,3.27,6.12,5.0,40.33,8.46,12.51,0.03,0.76,0.44,7.12,16.48,16.48,1.36,21.38,17.09,16.36,0.7,-3.35,29.74,6.04,-0.7637269812274226
0.22,2.035573770491803,0.05,0.16,0.05,0.65,-1.5,1.52,0.71,58.3,0.48,0.26,4.08,1.21,2.346875,3.86,0.55,18.68,16.19,4.79,5.35,6.0,7.51,4.95,6.26,0.1,0.45,0.24,1.44,8.73,8.73,10.93625,33.83672131147541,190.59,0.1,0.8,3.95,220.5,-1.01,-0.4758388016375823
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.0954041034957687
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.0
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,-0.1188718680840306
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,0.8387566210378322
0.85,6.18,0.01,0.07,0.05,0.81,-2.64,3.02,0.47,89.85509433962265,2.3,0.35,2.32,0.4,1.84,3.44,0.15,17.28,15.92,2.76,5.79,6.0,15.89,9.25,18.506603773584903,0.0894117647058823,0.85,0.33,13.58,35.35,35.35,1.92,25.95,23.15,21.29,0.47,66.52,40.66,1.65,-0.0800853046904675
0.7249315068493152,2.035573770491803,0.0868918918918919,1.41027397260274,2.6484126984126983,0.4375342465753424,-2.543382352941176,6.686478873239436,2.3321917808219177,89.85509433962265,0.4355555555555555,0.2979365079365079,-0.0277777777777778,0.6155555555555555,2.346875,4.028852459016393,0.406027397260274,38.396428571428565,10.187,5.541,4.647285714285713,5.971428571428572,35.763698630136986,35.9748275862069,18.506603773584903,0.0894117647058823,0.5884931506849315,0.2749180327868853,8.074626865671641,44.94063492063491,44.909523809523805,10.93625,33.83672131147541,35.27149253731343,14.260952380952382,0.4829166666666667,26.097361111111116,46.02014705882352,19.27791666666667,-0.0919439740560503
0.42,3.41,0.04,0.05,0.04,0.61,-2.39,1.98,0.48,57.83,0.68,0.28,4.07,0.68,2.25,2.27,0.41,22.92,18.6,3.11,4.36,6.0,16.12,9.89,6.31,0.1,0.59,0.21,2.45,23.14,23.14,13.45,41.51,25.27,5.32,0.7,59.55,77.88,2.63,0.1962616514869503
